CNES - Recursos Físicos - Hospitalar - Leitos de internação - Brasil
Quantidade SUS por Município e Ano/mês compet.
Leitos cirúrgicos: Cirurgia geral
Período:Mar/2020-Abr/2021
"Município";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr"
"354160 Promissão";20;20;20;20;20;20;20;20;20;20;20;20;20;20
"354190 Queluz";8;4;4;4;4;4;4;4;4;4;4;4;4;4
"354220 Rancharia";18;18;18;18;18;18;18;18;18;18;18;18;18;18
"354240 Regente Feijó";4;4;4;4;-;-;-;-;-;-;-;-;-;-
"354260 Registro";53;58;58;58;58;58;58;58;58;58;58;58;58;58
"354290 Ribeirão Bonito";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"354300 Ribeirão Branco";4;4;4;4;3;3;3;3;3;3;3;2;2;2
"354330 Ribeirão Pires";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"354340 Ribeirão Preto";74;74;74;74;74;74;74;74;74;74;74;74;74;74
"354380 Rinópolis";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"354390 Rio Claro";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"354400 Rio das Pedras";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"354420 Riolândia";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"354425 Rosana";15;15;15;15;15;15;15;12;12;12;12;12;12;12
"354500 Salesópolis";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"354520 Salto";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"354530 Salto de Pirapora";14;14;14;14;14;14;14;14;14;14;14;14;14;14
"354540 Salto Grande";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"354560 Santa Adélia";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"354580 Santa Bárbara d'Oeste";12;12;12;-;8;8;8;8;8;8;8;8;8;8
"354630 Santa Cruz das Palmeiras";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"354640 Santa Cruz do Rio Pardo";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"354660 Santa Fé do Sul";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"354680 Santa Isabel";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"354750 Santa Rita do Passa Quatro";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"354760 Santa Rosa de Viterbo";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"354730 Santana de Parnaíba";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"354770 Santo Anastácio";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"354780 Santo André";131;131;131;131;131;131;131;131;131;131;131;131;104;130
"354850 Santos";86;68;68;68;68;68;68;68;68;68;68;68;68;68
"354860 São Bento do Sapucaí";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"354870 São Bernardo do Campo";61;61;61;61;61;61;61;61;61;61;61;61;61;61
"354880 São Caetano do Sul";30;30;30;30;30;30;30;30;30;30;30;30;30;30
"354890 São Carlos";32;32;32;32;32;32;32;32;32;33;32;32;32;32
"354910 São João da Boa Vista";14;14;14;14;14;14;14;14;14;14;14;14;14;14
"354940 São Joaquim da Barra";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"354970 São José do Rio Pardo";29;29;29;29;29;28;28;28;28;28;28;28;28;28
"354980 São José do Rio Preto";337;337;337;337;337;337;337;337;337;337;337;337;337;329
"354990 São José dos Campos";158;158;152;152;152;152;152;152;152;152;152;152;208;192
"355010 São Manuel";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"355020 São Miguel Arcanjo";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"355030 São Paulo";1485;1485;1459;1455;1457;1454;1463;1467;1467;1469;1469;1469;1461;1461
"355040 São Pedro";20;20;20;20;14;14;14;14;14;14;14;14;14;14
"355060 São Roque";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"355070 São Sebastião";13;13;13;13;13;13;13;13;13;13;15;15;15;15
"355080 São Sebastião da Grama";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"355090 São Simão";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"355100 São Vicente";15;6;6;6;6;6;6;6;6;6;6;6;6;6
"355160 Serra Negra";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"355150 Serrana";23;23;15;15;15;15;15;15;15;15;15;15;15;15
"355170 Sertãozinho";12;12;12;12;12;13;9;13;14;13;14;12;12;12
"355210 Socorro";13;13;13;13;13;13;13;13;13;13;13;13;13;13
"355220 Sorocaba";174;174;174;174;174;174;174;174;174;174;174;174;174;174
"355230 Sud Mennucci";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"355240 Sumaré";35;35;35;35;35;35;35;35;35;35;35;35;35;35
"355250 Suzano";16;16;16;16;16;16;16;16;16;16;16;16;16;16
"355260 Tabapuã";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"355270 Tabatinga";4;4;4;4;1;1;1;1;1;1;1;1;1;1
"355280 Taboão da Serra";40;40;40;40;35;35;35;35;35;35;35;35;35;35
"355300 Taguaí";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"355330 Tambaú";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"355360 Tapiratiba";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"355370 Taquaritinga";13;13;13;13;13;13;13;13;13;13;13;13;13;13
"355380 Taquarituba";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"355400 Tatuí";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"355410 Taubaté";99;99;99;99;99;99;99;99;99;99;99;99;99;99
"355430 Teodoro Sampaio";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"355440 Terra Roxa";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"355450 Tietê";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"355470 Torrinha";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"355500 Tupã";29;29;29;29;29;29;29;29;29;29;29;29;29;29
"355510 Tupi Paulista";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"355540 Ubatuba";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"355620 Valinhos";16;16;16;16;16;16;16;16;16;16;16;16;16;16
"355630 Valparaíso";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"355640 Vargem Grande do Sul";6;6;4;4;4;4;4;4;4;4;4;4;4;4
"355670 Vinhedo";17;17;17;17;17;17;17;17;17;17;17;17;17;17
"355680 Viradouro";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"355700 Votorantim";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"355710 Votuporanga";43;43;43;43;43;43;43;43;43;43;43;43;43;43
"410010 Abatiá";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"410045 Altamira do Paraná";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"410060 Alto Paraná";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"410050 Altônia";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"410090 Amaporã";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"410100 Ampére";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"410110 Andirá";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"410120 Antonina";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"410140 Apucarana";38;38;38;38;38;38;38;38;38;38;38;38;38;38
"410150 Arapongas";46;46;46;46;46;46;46;46;46;46;46;46;46;46
"410170 Araruna";4;4;10;10;10;10;10;10;10;10;10;10;10;10
"410180 Araucária";15;15;15;15;15;5;5;5;5;5;5;5;5;5
"410190 Assaí";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"410200 Assis Chateaubriand";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"410210 Astorga";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"410240 Bandeirantes";12;12;12;12;12;12;12;12;11;12;12;12;10;10
"410250 Barbosa Ferraz";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"410280 Bela Vista do Paraíso";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"410290 Bituruna";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"410300 Boa Esperança";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"410305 Boa Vista da Aparecida";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"410320 Bom Sucesso";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"410330 Borrazópolis";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"410360 Cambará";14;14;14;14;14;14;14;14;14;14;14;14;14;14
"410370 Cambé";13;13;13;13;13;13;13;13;13;13;13;13;13;13
"410390 Campina da Lagoa";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"410400 Campina Grande do Sul";45;45;45;45;45;45;45;45;45;45;45;45;45;45
"410420 Campo Largo";66;66;66;66;66;66;66;66;66;66;66;66;66;66
"410430 Campo Mourão";6;6;13;13;13;13;13;13;13;13;13;13;13;13
"410440 Cândido de Abreu";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"410442 Candói";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"410460 Capitão Leônidas Marques";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"410480 Cascavel";52;52;50;50;41;41;41;41;41;41;41;41;41;41
"410490 Castro";19;19;19;19;19;19;19;19;19;19;19;19;19;19
"410530 Céu Azul";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"410540 Chopinzinho";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"410550 Cianorte";18;10;10;10;8;8;8;8;10;10;10;10;10;10
"410570 Clevelândia";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"410580 Colombo";22;22;22;22;22;22;22;22;22;22;22;22;22;22
"410590 Colorado";17;17;17;17;17;17;17;17;17;17;17;17;17;17
"410630 Corbélia";10;9;9;9;9;9;9;9;9;9;9;9;9;9
"410640 Cornélio Procópio";16;16;16;16;16;16;16;16;16;16;16;16;16;16
"410650 Coronel Vivida";7;7;7;7;7;7;7;7;7;7;6;6;6;6
"410680 Cruz Machado";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"410660 Cruzeiro do Oeste";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"410670 Cruzeiro do Sul";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"410690 Curitiba";307;195;193;193;193;210;199;215;216;214;214;214;214;214
"410700 Curiúva";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"410715 Diamante D'Oeste";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"410710 Diamante do Norte";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"410720 Dois Vizinhos";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"410750 Engenheiro Beltrão";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"410753 Entre Rios do Oeste";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"410760 Faxinal";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"410775 Figueira";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"410790 Floresta";-;-;-;2;2;2;2;2;2;2;2;2;2;2
"410800 Florestópolis";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"410820 Formosa do Oeste";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"410830 Foz do Iguaçu";28;23;23;23;23;13;13;13;13;13;18;18;18;18
"410840 Francisco Beltrão";64;65;65;61;61;61;61;61;61;61;61;46;42;42
"410860 Goioerê";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"410870 Grandes Rios";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"410880 Guaíra";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"410890 Guairaçá";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"410930 Guaraniaçu";21;23;26;26;26;26;26;26;26;26;26;26;26;26
"410940 Guarapuava";16;19;19;19;19;19;19;24;24;24;24;24;24;24
"410960 Guaratuba";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"410975 Ibema";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"410980 Ibiporã";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"411060 Iporã";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"411070 Irati";19;19;19;19;19;19;19;19;19;19;19;19;19;19
"411080 Iretama";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"411090 Itaguajé";1;1;1;1;1;1;1;1;1;-;-;-;-;-
"411095 Itaipulândia";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"411110 Itambé";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"411125 Itaperuçu";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"411130 Itaúna do Sul";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"411140 Ivaí";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"411150 Ivaiporã";25;25;25;25;25;25;25;25;25;25;25;25;25;25
"411170 Jaboti";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"411180 Jacarezinho";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"411190 Jaguapitã";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"411200 Jaguariaíva";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"411210 Jandaia do Sul";9;9;9;9;9;9;9;10;10;10;10;10;10;10
"411240 Japurá";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"411250 Jardim Alegre";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"411275 Jesuítas";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"411280 Joaquim Távora";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"411300 Jussara";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"411310 Kaloré";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"411320 Lapa";8;8;8;11;11;11;11;11;11;11;11;12;12;12
"411330 Laranjeiras do Sul";16;16;10;10;10;10;10;10;10;10;10;10;10;10
"411345 Lindoeste";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"411350 Loanda";9;9;9;9;9;9;9;9;9;9;9;9;8;8
"411370 Londrina";104;102;158;158;158;158;158;158;158;158;158;158;138;138
"411375 Lunardelli";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"411390 Mallet";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"411410 Mandaguaçu";14;-;-;-;-;-;-;-;-;-;-;1;1;1
"411420 Mandaguari";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"411440 Mangueirinha";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"411450 Manoel Ribas";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"411460 Marechal Cândido Rondon";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"411500 Marilena";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"411520 Maringá";101;85;85;85;85;85;85;85;85;85;85;85;93;93
"411540 Marmeleiro";4;-;-;-;-;-;-;-;-;-;-;-;-;-
"411550 Marumbi";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"411560 Matelândia";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"411580 Medianeira";13;13;13;13;13;13;13;13;13;13;13;13;13;13
"411605 Missal";6;6;6;6;6;6;6;6;6;6;6;6;3;3
"411620 Morretes";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"411670 Nova Aurora";15;15;15;15;15;15;15;15;15;15;15;15;15;15
"411680 Nova Cantu";2;2;2;2;2;2;2;2;2;2;1;1;1;1
"411695 Nova Esperança do Sudoeste";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"411710 Nova Londrina";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"411720 Nova Olímpia";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"411727 Nova Tebas";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"411760 Palmas";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"411790 Palotina";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"411800 Paraíso do Norte";4;4;4;4;4;4;4;4;4;4;4;4;4;3
"411820 Paranaguá";7;7;7;7;5;5;5;5;5;5;5;5;5;3
"411830 Paranapoema";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"411840 Paranavaí";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"411850 Pato Branco";33;33;33;33;33;33;33;33;33;33;33;33;33;33
"411910 Piên";22;22;22;22;22;22;22;22;22;22;22;22;22;22
"411915 Pinhais";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"411920 Pinhalão";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"411930 Pinhão";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"411960 Pitanga";14;14;14;14;14;14;14;14;14;14;14;14;14;14
"411980 Planalto";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"411990 Ponta Grossa";68;68;56;51;41;41;41;41;41;46;46;46;46;39
"412000 Porecatu";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"412020 Porto Rico";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"412035 Pranchita";10;10;9;9;9;9;9;9;9;9;9;9;9;9
"412060 Prudentópolis";18;18;18;18;18;18;18;18;18;18;18;18;18;18
"412070 Quatiguá";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"412090 Quedas do Iguaçu";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"412100 Querência do Norte";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"412120 Quitandinha";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"412170 Reserva";2;2;2;2;-;-;-;-;-;-;-;-;-;-
"412180 Ribeirão Claro";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"412190 Ribeirão do Pinhal";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"412200 Rio Azul";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"412230 Rio Negro";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"412240 Rolândia";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"412250 Roncador";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"412260 Rondon";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"412265 Rosário do Ivaí";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"412300 Salto do Lontra";2;2;-;-;-;-;-;-;-;-;-;-;-;-
"412310 Santa Amélia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"412350 Santa Helena";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"412370 Santa Isabel do Ivaí";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"412380 Santa Izabel do Oeste";3;3;3;3;3;3;3;3;3;3;3;3;7;7
"412385 Santa Maria do Oeste";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"412390 Santa Mariana";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"412400 Santana do Itararé";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"412410 Santo Antônio da Platina";16;16;16;16;16;16;16;16;16;16;16;16;16;16
"412420 Santo Antônio do Caiuá";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"412440 Santo Antônio do Sudoeste";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"412460 São Carlos do Ivaí";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"412490 São João do Caiuá";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"412500 São João do Ivaí";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"412510 São João do Triunfo";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"412520 São Jorge d'Oeste";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"412535 São Jorge do Patrocínio";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"412540 São José da Boa Vista";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"412545 São José das Palmeiras";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"412550 São José dos Pinhais";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"412560 São Mateus do Sul";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"412570 São Miguel do Iguaçu";-;-;-;-;-;4;4;4;4;4;4;4;4;4
"412580 São Pedro do Ivaí";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"412620 Sapopema";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"412625 Sarandi";23;23;23;23;23;23;23;23;23;23;23;23;23;23
"412660 Siqueira Campos";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"412667 Tamarana";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"412670 Tamboara";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"412710 Telêmaco Borba";18;18;18;18;18;18;18;18;18;18;18;18;18;18
"412720 Terra Boa";9;5;5;5;5;5;5;5;5;5;5;5;5;5
"412730 Terra Rica";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"412750 Tibagi";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"412760 Tijucas do Sul";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"412770 Toledo";32;32;32;32;32;32;32;32;32;32;32;32;32;32
"412780 Tomazina";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"412785 Três Barras do Paraná";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"412795 Tupãssi";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"412796 Turvo";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"412800 Ubiratã";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"412810 Umuarama";75;75;75;75;75;75;75;75;75;77;77;77;77;77
"412820 União da Vitória";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"412840 Uraí";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"412855 Vera Cruz do Oeste";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"412860 Verê";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"412850 Wenceslau Braz";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"420010 Abelardo Luz";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"420040 Água Doce";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"420070 Alfredo Wagner";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"420090 Angelina";14;14;14;14;16;16;16;16;16;16;16;16;16;16
"420127 Arabutã";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"420140 Araranguá";15;15;15;15;15;15;15;15;15;15;15;15;15;15
"420190 Aurora";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"420200 Balneário Camboriú";10;9;9;9;9;9;9;9;9;9;9;9;9;9
"420230 Biguaçu";21;21;21;21;21;21;20;20;20;20;21;21;21;21
"420240 Blumenau";109;99;99;99;99;99;99;99;99;99;99;99;93;93
"420260 Bom Retiro";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"420280 Braço do Norte";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"420290 Brusque";49;49;49;49;49;49;49;49;49;49;49;49;49;49
"420300 Caçador";9;9;9;9;9;4;4;4;4;4;4;4;4;4
"420310 Caibi";2;2;2;2;2;2;2;2;2;2;2;2;1;1
"420320 Camboriú";13;13;13;8;8;8;8;13;13;13;13;8;8;8
"420330 Campo Alegre";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"420350 Campo Erê";3;3;3;3;3;3;3;3;3;3;3;3;2;2
"420360 Campos Novos";7;7;7;7;7;12;12;12;12;12;12;12;12;12
"420370 Canelinha";3;3;3;-;-;-;-;-;-;-;-;-;-;-
"420380 Canoinhas";10;10;10;10;3;3;3;3;6;6;6;6;6;6
"420390 Capinzal";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"420410 Caxambu do Sul";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"420420 Chapecó";25;15;15;15;15;15;15;15;15;15;15;15;15;15
"420430 Concórdia";7;5;5;5;5;5;5;5;5;5;5;5;5;5
"420440 Coronel Freitas";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"420455 Correia Pinto";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"420460 Criciúma";41;41;41;41;41;41;41;41;41;41;41;41;41;41
"420470 Cunha Porã";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"420480 Curitibanos";13;13;13;13;13;13;13;13;13;13;13;13;13;13
"420490 Descanso";4;4;4;4;4;4;4;10;4;4;4;4;4;10
"420500 Dionísio Cerqueira";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"420530 Faxinal dos Guedes";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"420540 Florianópolis";113;106;106;106;89;89;91;91;91;91;91;91;96;96
"420550 Fraiburgo";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"420590 Gaspar";32;32;32;32;32;32;32;32;32;32;32;32;32;32
"420640 Guaraciaba";5;5;5;5;6;6;6;8;8;8;8;3;3;3
"420650 Guaramirim";24;24;24;24;24;24;24;24;24;24;24;24;24;24
"420660 Guarujá do Sul";3;3;3;3;3;3;3;3;3;3;3;3;2;2
"420690 Ibirama";32;27;27;27;27;27;27;26;26;26;26;26;26;26
"420700 Içara";29;29;29;29;29;29;29;29;29;29;29;29;29;29
"420730 Imbituba";7;3;3;3;3;3;3;3;3;3;3;3;3;3
"420750 Indaial";35;35;35;35;35;35;35;35;35;35;35;35;35;35
"420760 Ipira";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"420765 Iporã do Oeste";12;8;8;8;8;8;8;6;6;6;6;6;6;6
"420780 Irani";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"420800 Itá";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"420820 Itajaí";26;26;26;26;26;26;26;26;42;42;42;42;42;42
"420830 Itapema";10;10;10;10;10;10;10;10;10;10;10;5;5;5
"420840 Itapiranga";15;15;15;15;15;15;15;15;14;14;14;20;20;20
"420850 Ituporanga";11;11;11;11;11;11;6;6;6;6;6;6;6;6
"420870 Jacinto Machado";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"420880 Jaguaruna";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"420890 Jaraguá do Sul";35;35;35;35;35;35;35;35;35;35;35;35;35;35
"420900 Joaçaba";12;12;12;12;13;13;13;13;13;13;13;13;13;13
"420910 Joinville";96;84;84;84;82;73;83;102;96;96;83;83;83;87
"420930 Lages";19;15;15;17;16;16;21;21;21;21;21;21;25;25
"420940 Laguna";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"420960 Lauro Muller";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"420985 Lindóia do Sul";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"421000 Luiz Alves";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"421003 Luzerna";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"421010 Mafra";11;11;11;11;11;11;11;11;11;11;11;11;11;11
"421030 Major Vieira";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"421050 Maravilha";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"421060 Massaranduba";14;14;14;14;14;14;14;14;14;14;14;14;14;14
"421080 Meleiro";7;2;2;2;2;2;2;2;2;2;2;2;2;2
"421090 Modelo";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"421100 Mondaí";2;1;1;1;1;1;1;1;1;1;1;4;4;4
"421105 Monte Carlo";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"421120 Morro da Fumaça";23;23;19;19;8;8;8;8;8;8;8;8;8;8
"421130 Navegantes";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"421140 Nova Erechim";15;15;15;15;15;15;15;15;15;15;15;15;15;15
"421150 Nova Trento";10;10;10;10;-;-;10;10;10;10;10;10;10;10
"421160 Nova Veneza";8;8;8;8;8;8;8;8;8;8;8;8;8;8
